,name1,name2
33161,FURIN,FGA
33162,FURIN,EPO
33163,FURIN,JAK1
33164,FURIN,GZMB
33165,FURIN,RB1CC1
33166,FURIN,GBF1
33167,FURIN,ATG5
33168,FURIN,RASGRF1
33169,FURIN,PIK3C3
33170,FURIN,RAB7A
33171,FURIN,RAB5A
33172,FURIN,MT1M
33173,FURIN,TMPRSS6
33174,FURIN,PRL
33175,FURIN,POU1F1
33176,FURIN,KDELR1
33177,FURIN,PPP1CA
33178,FURIN,IRF3
33179,FURIN,LNPK
33180,FURIN,PTGS2
33181,FURIN,MMP25
33182,FURIN,AMBP
33183,FURIN,FPR2
33184,FURIN,ATP2A1
33185,FURIN,GCA
33186,FURIN,ANK1
33187,FURIN,ALB
33188,FURIN,TLR8
33189,FURIN,ATF2
33190,FURIN,STING1
33191,FURIN,JUN
33192,FURIN,SERPINA4
33193,FURIN,ASPN
33194,FURIN,GBA
33195,FURIN,TXNRD3
33196,FURIN,PSMD5
33197,FURIN,PSMD4
33198,FURIN,MARCHF1
33199,FURIN,INS
33200,FURIN,GPI
33201,FURIN,ARF5
33202,FURIN,ERF
33203,FURIN,ARSF
33204,FURIN,SHBG
33205,FURIN,IVD
33206,FURIN,ALDH18A1
33207,FURIN,ATG16L1
33208,FURIN,RTN3
33209,FURIN,PIEZO1
33210,FURIN,IL6
33211,FURIN,PAXX
33212,MMP7,RAB7A
33213,MMP7,ERBB4
33214,MMP7,EGFR
33215,MMP7,BRWD1
33216,MMP7,TGFB1
33217,MMP7,KCNB1
33218,MMP7,RAB18
33219,MMP7,NR2C2
33220,MMP7,ADAM10
33221,MMP7,SDC1
33222,MMP7,MMP9
33223,MMP7,ADAM17
33224,MMP7,ENG
33225,MMP7,IL6
33226,MMP7,MMP8
33227,MMP7,TNF
33228,MMP7,F2
33229,MMP7,THBD
33230,MMP7,CD44
33231,MMP7,IL1B
33232,MMP7,CXCL5
33233,MMP7,TIMP1
33234,MMP7,CXCL8
33235,MMP7,PECAM1
33236,MMP7,CDH5
33237,MMP7,MARVELD1
33238,MMP7,HAVCR2
33239,MMP7,ELANE
33240,MMP7,IL18
33241,MMP7,CCL2
33242,MMP7,CXCL10
33243,SMAD7,ARPC3
33244,SMAD7,NUMBL
33245,SMAD7,CDH2
33246,SMAD7,CTNNB1
33247,SMAD7,NME2
33248,SMAD7,HSPB1
33249,SMAD7,VASP
33250,SMAD7,PTK2
33251,SMAD7,RPS3A
33252,SMAD7,PABPC1
33253,SMAD7,PLEK
33254,SMAD7,TJP1
33255,SMAD7,CANX
33256,SMAD7,SHPK
33257,SMAD7,FES
33258,SMAD7,PKIB
33259,SMAD7,EIF2AK3
33260,SMAD7,ETNK2
33261,SMAD7,CD209
33262,SMAD7,TLR6
33263,FBXW7,SKP2
33264,FBXW7,SKP1
33265,CD8A,TICAM1
33266,CD8A,IL6
33267,CD8A,TLR4
33268,CD8A,TLR3
33269,CD8A,TLR10
33270,CD8A,PELI1
33271,CD8A,TNF
33272,CD8A,TLR1
33273,CD8A,CCL2
33274,CD8A,TLR7
33275,CD8A,TRAF3
33276,CD8A,JUN
33277,CD8A,CGAS
33278,CD8A,CBLL2
33279,CD8A,TLR2
33280,CD8A,IL1B
33281,CD8A,CXCL10
33282,CD8A,IFNG
33283,CD8A,FAS
33284,CD8A,SELL
33285,CD8A,CCL5
33286,CD8A,IL10
33287,CD8A,IL4
33288,CD8A,IL5
33289,CD8A,PTPN11
33290,CD8A,IL2
33291,CD8A,FOXP3
33292,CD8A,MYD88
33293,CD8A,TNFRSF9
33294,CD8A,CX3CR1
33295,CD8A,PLG
33296,CD8A,FCGR3B
33297,CD8A,THBD
33298,CD8A,IFNAR1
33299,CD8A,IL7R
33300,CD8A,CCL4
33301,CD8A,ITGB1
33302,CD8A,PPBP
33303,CD8A,CCL3
33304,CD8A,CREB1
33305,CD8A,RENBP
33306,CD8A,JAG2
33307,CD8A,RBPJ
33308,CD8A,GZMB
33309,CD8A,IL23R
33310,CD8A,PIK3CG
33311,CD8A,DLL4
33312,CD8A,NOTCH2
33313,CD8A,GATA3
33314,CD8A,DLL1
33315,CD8A,IL2RA
33316,CD8A,IL13
33317,CD8A,IL9
33318,CD8A,IL37
33319,CD8A,IL31
33320,CD8A,SDC1
33321,CD8A,IL17A
33322,CD8A,FASLG
33323,CD8A,IL18
33324,CD8A,RNASEL
33325,CD8A,EIF2AK2
33326,CD8A,IL21
33327,CD8A,GPT
33328,CD8A,RPS27A
33329,CD8A,ITGAX
33330,CD8A,FCGR2C
33331,CD8A,MXRA8
33332,CD8A,PTPRK
33333,CD8A,NT5E
33334,CD8A,KDR
33335,CD8A,CNR2
33336,CD8A,TLR9
33337,CD8A,POLI
33338,CD8A,TIA1
33339,CD8A,CD40LG
33340,CD8A,ERAL1
33341,CD8A,IL22
33342,CD8A,IL17F
33343,CD8A,HLA-DRB1
33344,CD8A,SETBP1
33345,CD8A,PTAFR
33346,CD8A,HLA-C
33347,CD8A,KLRC1
33348,CD8A,DAP
33349,CD8A,KLRK1
33350,CD8A,NCR3
33351,CD8A,KLRC2
33352,CD8A,KLRD1
33353,CD8A,MAPKAP1
33354,CD8A,FCGR1A
33355,CD8A,CS
33356,CD8A,DDX58
33357,CD8A,HLA-B
33358,CD8A,HLA-A
33359,CD8A,PF4
33360,CD8A,NCAM1
33361,CD8A,PTPRC
33362,CD8A,PSMB9
33363,CD8A,TNFRSF18
33364,CD8A,IL16
33365,CD8A,CSF2
33366,CD8A,IFNAR2
33367,CD8A,NCF1
33368,CD8A,TNFRSF4
33369,CD8A,PDCD1
33370,CD8A,TLR8
33371,CD8A,IL15
33372,CD8A,KLRB1
33373,CD8A,HLA-E
33374,CD8A,IRF7
33375,CD8A,CX3CL1
33376,CD8A,TLR5
33377,CD8A,CIAO3
33378,CD8A,GK
33379,CD8A,SLC6A20
33380,CD8A,SENP8
33381,CD8A,CXCL8
33382,CD8A,ECH1
33383,CD8A,NPY4R
33384,CD8A,EDARADD
33385,CD8A,ABO
33386,CD8A,NOD1
33387,CD8A,IFIH1
33388,CD8A,ITGA1
33389,CD8A,IL6R
33390,CD8A,ICAM1
33391,CD8A,TNFRSF1B
33392,CD8A,IL12A
33393,CD8A,TNFRSF1A
33394,CD8A,NFKB2
33395,CD8A,NFKB1
33396,CD8A,TNFSF10
33397,CD8A,PDCD1LG2
33398,CD8A,CD207
33399,CD8A,ALB
33400,CD8A,NPTN
33401,CD8A,RPS3A
33402,CD8A,IL25
33403,CD8A,IL17C
33404,CD8A,IL17D
33405,CD8A,RTN2
33406,CD8A,IFNGR1
33407,CD8A,HNRNPK
33408,CD8A,GZMK
33409,CD8A,HNRNPDL
33410,CD8A,ISG15
33411,CD8A,IL1A
33412,CD8A,UBE2L6
33413,CD8A,IFITM3
33414,CD8A,CSF3
33415,CD8A,CXCL12
33416,CD8A,PGF
33417,CD8A,IL3RA
33418,CD8A,KCNN1
33419,CD8A,CD40
33420,CD8A,MUC15
33421,CD8A,IL12B
33422,CD8A,RPL17
33423,CD8A,PDHA1
33424,CD8A,PDHB
33425,CD8A,CCL19
33426,CD8A,CCL21
33427,CD8A,HAVCR2
33428,CD8A,CENPV
33429,CD8A,ANXA2
33430,CD8A,ING2
33431,CD8A,POLE3
33432,CD8A,PRIM1
33433,CD8A,IFIT1
33434,CD8A,NXT1
33435,CD8A,IL7
33436,CD8A,ITGA4
33437,CD8A,SP5
33438,CD8A,CD8B
33439,CD8A,CXCR6
33440,CD8A,ITGAL
33441,CD8A,ITPA
33442,CD8A,SELP
33443,CD8A,F3
33444,CD8A,ART1
33445,CD8A,EDA
33446,CD8A,PRF1
33447,CD8A,SPATA2
33448,CD8A,TYRO3
33449,CD8A,CLEC4G
33450,CD8A,OSTC
33451,CD8A,TNFSF11
33452,CD8A,VEGFC
33453,CD8A,RSAD2
33454,CD8A,IFITM2
33455,CD8A,GFAP
33456,CD8A,CCL17
33457,CD8A,CCL22
33458,CD8A,CD27
33459,CD8A,GZMA
33460,CD8A,FOSB
33461,CD8A,AIM2
33462,CD8A,GBP1
33463,CD8A,CXCL11
33464,CD8A,ITGB2
33465,CD8A,YARS1
33466,CD8A,REG4
33467,CD8A,SDK2
33468,CD8A,DSEL
33469,CD8A,S100B
33470,CD8A,ACP3
33471,CD8A,CNN3
33472,CD8A,MMP28
33473,CD8A,PRCD
33474,CD8A,ZNF433
33475,CD8A,GIPC3
33476,CD8A,FBLN2
33477,CD8A,NOG
33478,CD8A,DNASE1
33479,CD8A,SIRPA
33480,CD8A,NOL3
33481,CD8A,CEACAM8
33482,CD8A,S100A6
33483,CD8A,APCS
33484,CD8A,ITGAE
33485,CD8A,F11
33486,CD8A,ITGAM
33487,CD8A,ITIH4
33488,CD8A,ENPEP
33489,CD8A,TSHR
33490,CD8A,TERT
33491,CD8A,CPE
33492,CD8A,IRF3
33493,CD8A,ANGPT2
33494,CD8A,VWF
33495,CD8A,TEK
33496,CD8A,SELE
33497,CD8A,VCAM1
33498,CD8A,IGF2BP3
33499,CD8A,ANXA6
33500,CD8A,CCR10
33501,CD8A,SERPINB9
33502,CD8A,TFRC
33503,CD8A,TF
33504,CD8A,HMGB1
33505,CD8A,NRSN1
33506,CD8A,YWHAE
33507,CD8A,TRIM25
33508,CD8A,CCL7
33509,CD8A,DHX15
33510,CD8A,FCER1A
33511,CD8A,TAP1
33512,CD8A,PSMD5
33513,CD8A,CLYBL
33514,CD8A,IFT81
33515,CD8A,THY1
33516,CD8A,PRH2
33517,CD8A,MTOR
33518,CD8A,CCL11
33519,CD8A,IL21R
33520,CD8A,YTHDF1
33521,CD8A,YTHDF2
33522,CD8A,STT3A
33523,CD8A,IL2RG
33524,CD8A,CDSN
33525,CD8A,TOX
33526,CD8A,MX2
33527,CD8A,CEBPB
33528,CD8A,ADAM17
33529,CD8A,ACE
33530,CD8A,PRKAB1
33531,CD8A,ACE2
33532,CD8A,ADAM10
33533,CD8A,ITGA2
33534,CD8A,IL3
33535,CD8A,KIR3DL1
33536,CD8A,HLA-DQA1
33537,CD8A,NBPF10
33538,CD8A,IL33
33539,CD8A,HSP90B1
33540,CD8A,RELA
33541,CD8A,REL
33542,CD8A,NOS2
33543,CD8A,FAM210B
33544,CD8A,MR1
33545,CD8A,IRF4
33546,CD8A,EOMES
33547,CD8A,RUNX3
33548,CD8A,ZBTB7B
33549,CD8A,TP53
33550,CD8A,KIR2DS4
33551,CD8A,GNLY
33552,CD8A,KIR3DL2
33553,CD8A,KCNH1
33554,CD8A,DDX53
33555,CD8A,TSLP
33556,CD8A,NOD2
33557,CD8A,TNFSF4
33558,CD8A,JUND
33559,CD8A,IL20
33560,CD8A,TNFSF14
33561,CD8A,DYRK3
33562,CD8A,IL19
33563,CD8A,TMPO
33564,CD8A,PLCL1
33565,CD8A,NSL1
33566,CD8A,RHD
33567,CD8A,HAVCR1
33568,CD8A,AMBP
33569,CD8A,CXCL3
33570,CD8A,CXCL1
33571,CD8A,GZMH
33572,CD8A,HMGB2
33573,CD8A,TUBB
33574,CD8A,HLA-DRA
33575,CD8A,KLRG1
33576,CD8A,PSMD4
33577,CD8A,ANXA5
33578,CD8A,CLEC4M
33579,CD8A,FURIN
33580,CD8A,ARHGEF7
33581,CD8A,TP63
33582,CD8A,TRB
33583,CD8A,TRA
33584,CD8A,CLTA
33585,CD8A,PLAU
33586,CD8A,CDC23
33587,CD8A,TPO
33588,CD8A,RAG1
33589,CD8A,CSF1
33590,CD8A,RAG2
33591,CD8A,SCD5
33592,CD8A,S1PR2
33593,CD8A,ADGRG1
33594,CD8A,IFNLR1
33595,CD8A,P2RX2
33596,CD8A,TSC2
33597,CD8A,P2RX7
33598,CD8A,JAK1
33599,CD8A,ATF6
33600,CD8A,S1PR1
33601,CD8A,PCYT1B
33602,CD8A,CD244
33603,CD8A,PSAP
33604,CD8A,CXCR2
33605,CD8A,HLA-DPB1
33606,CD8A,EIF4B
33607,CD8A,MT-CYB
33608,CD8A,RPL6
33609,CD8A,ISG20
33610,CD8A,IFI44L
33611,CD8A,MT-ND4
33612,CD8A,EEF2
33613,CD8A,TRIM22
33614,CD8A,RPL4
33615,CD8A,EIF3L
33616,CD8A,RPL5
33617,CD8A,SOCS1
33618,CD8A,CXCR4
33619,CD8A,TLR6
33620,CD8A,CYBB
33621,CD8A,CTNND1
33622,CD8A,SIRT1
33623,CD8A,CTNNB1
33624,CD8A,CTNND2
33625,CD8A,IFITM1
33626,CD8A,MX1
33627,CD8A,GAPDH
33628,CD8A,IDH2
33629,CD8A,TYMS
33630,CD8A,TCF7
33631,CD8A,CPB1
33632,CD8A,ARG1
33633,CD8A,CLEC4A
33634,CD8A,CLEC4D
33635,CD8A,GP2
33636,CD8A,GTPBP1
33637,CD8A,AICDA
33638,CD8A,VEGFA
33639,CD8A,CR2
33640,CD8A,LNPK
33641,CD8A,OAS3
33642,CD8A,VDR
33643,CD8A,ERBB2
33644,CD8A,FLT3LG
33645,CD8A,CTLA4
33646,CD8A,PCNX2
33647,CD8A,PCYOX1
33648,CD8A,BTLA
33649,CD8A,NR3C1
33650,CD8A,CFP
33651,CD8A,XCL1
33652,CD8A,SETMAR
33653,CD8A,KIR2DL4
33654,CD8A,FCRL6
33655,CD8A,HLA-G
33656,CD8A,CMA1
33657,CD8A,IFNB1
33658,CD8A,HK1
33659,CD8A,ZNF654
33660,CD8A,BIRC5
33661,CD8A,TMPRSS2
33662,CD8A,TGFB1
33663,CD8A,ULBP1
33664,CD8A,JAG1
33665,CD8A,NOTCH1
33666,CD8A,VSIR
33667,CD8A,MARVELD1
33668,CD8A,HBEGF
33669,CD8A,GABPA
33670,CD8A,CRP
33671,CD8A,IL34
33672,CD8A,ZBTB16
33673,CD8A,RPL11
33674,CD8A,RNASE9
33675,CD8A,PLEKHA1
33676,CD8A,TSG101
33677,CD8A,ABCG1
33678,CD8A,HYAL1
33679,CD8A,POLR1H
33680,CD8A,FOXO1
33681,CD8A,MYB
33682,CD8A,RNF19A
33683,CD8A,GAD2
33684,CD8A,SLC30A8
33685,CD8A,PTPRN
33686,CD8A,KIT
33687,CD8A,SELPLG
33688,CD8A,S100A9
33689,CD8A,DR1
33690,CD8A,PSMD8
33691,CD8A,CDK20
33692,CD8A,IFNL3
33693,CD8A,TOR1B
33694,CD8A,CXCR3
33695,CD8A,FCMR
33696,CD8A,GLA
33697,CD8A,PDLIM7
33698,CD8A,PDXP
33699,CD8A,OASL
33700,CD8A,DEGS1
33701,CD8A,PLSCR1
33702,CD8A,OAS2
33703,CD8A,TRIM10
33704,CD8A,DDX60
33705,CD8A,OAS1
33706,CD8A,UBE2B
33707,CD8A,RPS6KA1
33708,CD8A,IRF1
33709,CD8A,FCGR2B
33710,CD8A,H2AZ1
33711,CD8A,ARG2
33712,CD8A,H3-3B
33713,CD8A,AASDHPPT
33714,CD8A,H1-5
33715,CD8A,CLEC9A
33716,CD8A,PNMA3
33717,CD8A,FPR2
33718,CD8A,PADI4
33719,CD8A,SIGLEC6
33720,CD8A,UCHL1
33721,CD8A,H4C14
33722,CD8A,CDC45
33723,CD8A,H2AX
33724,CD8A,CENPA
33725,CD8A,IRF9
33726,CD8A,TYK2
33727,CD8A,ADAR
33728,CD8A,GLS
33729,CD8A,HLA-F
33730,CD8A,PROCR
33731,CD8A,THPO
33732,CD8A,FLT3
33733,CD8A,IL11
33734,CD8A,SERPINA1
33735,CD8A,IFNA1
33736,CD8A,ACTN1
33737,CD8A,NCK2
33738,CD8A,RASGRP1
33739,CD8A,AKT3
33740,CD8A,ITK
33741,CD8A,SPHK2
33742,CD8A,F2
33743,CD8A,PECAM1
33744,CD8A,CYCS
33745,CD8A,AHRR
33746,CD8A,PPP2R5E
33747,CD8A,PTPA
33748,CD8A,AHR
33749,CD8A,NR1I3
33750,CD8A,TNFRSF10A
33751,CD8A,TNFRSF13B
33752,CD8A,CR1
33753,CD8A,FCER2
33754,CD8A,SOCS3
33755,CD8A,GH1
33756,CD8A,PLAT
33757,CD8A,IFIT2
33758,CD8A,KMO
33759,CD8A,PDK1
33760,CD8A,IDO1
33761,CD8A,FUT4
33762,CD8A,MT-CO2
33763,CD8A,HIF1A
33764,CD8A,MT-ND1
33765,CD8A,MYC
33766,CD8A,HK2
33767,CD8A,GCK
33768,CD8A,MT-ND3
33769,CD8A,MT-ND4L
33770,CD8A,ADI1
33771,CD8A,ENTPD1
33772,CD8A,IKZF1
33773,CD8A,YY1
33774,CD8A,NLRP3
33775,CD8A,KIR2DL3
33776,CD8A,CLEC5A
33777,CD8A,HSPA4
33778,CD8A,HSPA5
33779,CD8A,ENO1
33780,CD8A,HSPA9
33781,CD8A,P4HB
33782,CD8A,NPC1
33783,CD8A,NPC2
33784,CD8A,BATF2
33785,CD8A,CEL
33786,CD8A,TRERF1
33787,CD8A,IFI6
33788,CD8A,PML
33789,CD8A,CYP1B1
33790,CD8A,CYP1A1
33791,CD8A,ARNT
33792,CD8A,HSP90AA1
33793,CD8A,PARVA
33794,CD8A,FGA
33795,CD8A,IRAK4
33796,CD8A,ZAP70
33797,CD8A,CCL8
33798,CD8A,PCSK9
33799,CD8A,EGF
33800,CD8A,TYROBP
33801,CD8A,CFH
33802,CD8A,WT1
33803,CD8A,CEACAM5
33804,CD8A,CXCL2
33805,CD8A,NRP1
33806,CD8A,TAP2
33807,CD8A,TRAFD1
33808,CD8A,PSME1
33809,CD8A,ZBP1
33810,CD8A,GP6
33811,CD8A,KPNA1
33812,CD8A,IRAK1
33813,CD8A,TJP1
33814,CD8A,CDH5
33815,CD8A,MPPE1
33816,CD8A,HLA-DQB1
33817,CD8A,IFITM5
33818,CD8A,IFITM10
33819,CD8A,SLAMF1
33820,CD8A,SERF1A
33821,CD8A,SAMHD1
33822,CD8A,RNASE7
33823,CD8A,APOL6
33824,CD8A,ADIPOQ
33825,CD8A,EFNB1
33826,CD8A,JAK2
33827,CD8A,MIB1
33828,CD8A,PLCG1
33829,CD8A,TOP2A
33830,CD8A,CHEK1
33831,CD8A,PRDM1
33832,CD8A,TIGIT
33833,CD8A,EIF2AK4
33834,CD8A,MLKL
33835,CD8A,ICOS
33836,CD8A,HECA
33837,CD8A,PSMB8
33838,CD8A,PDIA3
33839,CD8A,IFNA2
33840,CD8A,IFNL1
33841,CD8A,VTN
33842,CD8A,PRL
33843,CD8A,MAML1
33844,CD8A,SLA
33845,CD8A,XCL2
33846,CD8A,NKG7
33847,CD8A,ZEB2
33848,CD8A,PRSS2
33849,CD8A,PLN
33850,CD8A,CXCL14
33851,CD8A,TNFAIP6
33852,CD8A,SERPINA3
33853,CD8A,CMPK2
33854,CD8A,ZMAT3
33855,CD8A,KCNN3
33856,CD8A,OCA2
33857,CD8A,IL6ST
33858,CD8A,EPO
33859,CD8A,GAB2
33860,CD8A,RETN
33861,CD8A,ETF1
33862,CD8A,TNFRSF13C
33863,CD8A,RAD51
33864,CD8A,ADM
33865,CD8A,ZNF683
33866,CD8A,KIR2DL1
33867,CD8A,FN1
33868,CD8A,SHPRH
33869,CD8A,FADD
33870,CD8A,TRADD
33871,CD8A,PTGS2
33872,CD8A,SLAMF7
33873,CD8A,DROSHA
33874,CD8A,AGO1
33875,CD8A,AGO2
33876,CD8A,CCDC54
33877,CD8A,EGR1
33878,CD8A,IFIT3
33879,HMGB1,IL6
33880,HMGB1,IFNG
33881,HMGB1,CCL5
33882,HMGB1,IL10
33883,HMGB1,IRAK1
33884,HMGB1,INS
33885,HMGB1,IFNAR1
33886,HMGB1,HMGB3
33887,HMGB1,HNRNPC
33888,HMGB1,HMGB2
33889,HMGB1,PRDX6
33890,HMGB1,CXCL8
33891,HMGB1,HPSE
33892,HMGB1,CCL2
33893,HMGB1,IL4
33894,HMGB1,AGER
33895,HMGB1,ICAM1
33896,HMGB1,IL1B
33897,HMGB1,SELE
33898,HMGB1,MARVELD1
33899,HMGB1,PIEZO1
33900,HMGB1,IRF7
33901,HMGB1,JUN
33902,HMGB1,HMGXB3
33903,HMGB1,IL17A
33904,HMGB1,ACTB
33905,HMGB1,AKT1
33906,HMGB1,IFNB1
33907,HMGB1,RHOA
33908,HMGB1,KDR
33909,HMGB1,SIRT2
33910,HMGB1,IFIT1
33911,HMGB1,NLRP3
33912,HMGB1,PYCARD
33913,HMGB1,HNRNPA1
33914,HMGB1,ALB
33915,HMGB1,IL33
33916,HMGB1,IL1RL1
33917,HMGB1,CXCL6
33918,HMGB1,IL18
33919,HMGB1,CCL20
33920,HMGB1,CXCL11
33921,HMGB1,IL2RA
33922,HMGB1,CXCL10
33923,HMGB1,IGF1
33924,HMGB1,SELP
33925,HMGB1,ITGAM
33926,HMGB1,IL13
33927,HMGB1,IL2
33928,HMGB1,IRF3
33929,HMGB1,RPS27A
33930,HMGB1,SIAH1
33931,HMGB1,ATG5
33932,HMGB1,HSP90AA1
33933,HMGB1,IRF1
33934,HMGB1,RFX5
33935,HMGB1,IFI16
33936,HMGB1,RUNX3
33937,HMGB1,IRF5
33938,HMGB1,RELA
33939,HMGB1,RPL28
33940,HMGB1,HSPD1
33941,DEAF1,JAK1
33942,DEAF1,KPNA1
33943,DEAF1,KPNA5
33944,DEAF1,IFNAR1
33945,LSR,ITGAX
33946,LSR,CD209
33947,LSR,CD19
33948,LSR,CD86
33949,LSR,CD83
33950,LSR,CD14
33951,LSR,HMGCR
33952,LSR,CD80
33953,LSR,F9
33954,LSR,FCGR1A
33955,LSR,CD40
33956,LSR,FCGR3B
33957,LSR,FCGR2C
33958,LSR,PTPRC
33959,LSR,CD1A
33960,LSR,DNASE1
33961,LSR,AMBP
33962,LSR,CD69
33963,LSR,CD207
33964,LSR,GK
33965,LSR,CD8A
33966,LSR,ALB
33967,LSR,CEACAM8
33968,LSR,ANXA5
33969,LSR,CD44
33970,LSR,SELL
33971,LSR,TNF
33972,LSR,ITGAE
33973,LSR,CCR7
33974,LSR,F11
33975,LSR,ITGAM
33976,LSR,IFNG
33977,LSR,CD1C
33978,LSR,CD163
33979,LSR,CD274
33980,LSR,ICOS
33981,LSR,MKI67
33982,LSR,FOXP3
33983,LSR,CR2
33984,LSR,MS4A1
33985,LSR,THBD
33986,LSR,CLEC4C
33987,LSR,S100A6
33988,LSR,NCAM1
33989,LSR,INSM2
33990,LSR,VRK1
33991,LSR,MME
33992,LSR,CX3CR1
33993,LSR,CCR6
33994,LSR,IL2RA
33995,LSR,CD38
33996,LSR,CD28
33997,LSR,IL10
33998,LSR,ITGA4
33999,LSR,IL2
34000,LSR,KCNN1
34001,LSR,GZMB
34002,LSR,IFIT3
34003,LSR,ADGRG1
34004,LSR,IL17A
34005,LSR,PTPN11
34006,LSR,TLR4
34007,LSR,CD27
34008,LSR,HLA-A
34009,LSR,CD34
34010,LSR,PROM1
34011,LSR,TNFRSF9
34012,LSR,EIF2AK4
34013,LSR,PECAM1
34014,LSR,CD8B
34015,LSR,KLRC1
34016,LSR,HLA-E
34017,LSR,SPATA2
34018,LSR,IL4
34019,LSR,IL5
34020,LSR,PDCD1
34021,LSR,RNASE1
34022,LSR,IL3RA
34023,LSR,VCAM1
34024,LSR,MIF
34025,LSR,IL6
34026,LSR,ICAM1
34027,LSR,IL1R2
34028,LSR,SELE
34029,LSR,SELP
34030,LSR,IL33
34031,LSR,CD40LG
34032,LSR,CSF2
34033,LSR,FASLG
34034,LSR,CXCL8
34035,LSR,DPEP1
34036,LSR,CD47
34037,LSR,TFRC
34038,LSR,TBX21
34039,LSR,SDC1
34040,LSR,FAS
34041,LSR,CCR2
34042,MMP8,MMP9
34043,MMP8,S100A8
34044,MMP8,CD99L2
34045,MMP8,S100A12
34046,MMP8,IL15
34047,MMP8,IL6
34048,MMP8,IL10
34049,MMP8,IL4
34050,MMP8,TNF
34051,MMP8,CTSG
34052,MMP8,RNASE2
34053,MMP8,DEFA1
34054,MMP8,DEFA3
34055,MMP8,DEFA4
34056,MMP8,MPO
34057,MMP8,RNASE3
34058,MMP8,ELANE
34059,MMP8,HBZ
34060,MMP8,CEBPE
34061,MMP8,MYOM2
34062,MMP8,PRTN3
34063,MMP8,ITM2C
34064,MMP8,THBD
34065,MMP8,POTEF
34066,MMP8,TIMP1
34067,MMP8,SELE
34068,MMP8,TGFB1
34069,MMP8,CXCL8
34070,MMP8,CD80
34071,MMP8,CCL3L3
34072,MMP8,IL18
34073,MMP8,IL5
34074,MMP8,IL2
34075,MMP8,CCL5
34076,MMP8,IL13
34077,MMP8,CD28
34078,MMP8,IL3
34079,MMP8,IL9
34080,MMP8,RAP1GAP
34081,MMP8,ISG15
34082,MMP8,USP18
34083,MMP8,EPHB2
34084,MMP8,CUL3
34085,MMP8,RETN
34086,MMP8,CLEC5A
34087,MMP8,PSMD5
34088,MMP8,PSMD4
34089,ATG4D,HPRT1
34090,ATG4D,ATG4A
34091,ATG4D,APP
34092,ATG4D,ATG4C
34093,ATG4D,AKT1
34094,ATG4D,ATG16L1
34095,ATG4D,ATG4B
34096,ATG4D,ATG5
34097,CFLAR,FADD
34098,CFLAR,FASLG
34099,CFLAR,AIFM1
34100,CFLAR,RIPK3
34101,CFLAR,TP53
34102,CFLAR,TLR7
34103,CFLAR,TNFSF10
34104,CFLAR,XIAP
34105,CFLAR,TRAF2
34106,CFLAR,BIRC3
34107,CFLAR,NR2C2
34108,CFLAR,TNF
34109,CFLAR,FAS
34110,CFLAR,ABCC1
34111,CFLAR,SPCS2
34112,CFLAR,SLC33A1
34113,CFLAR,SPCS3
34114,CFLAR,HSPA4
34115,C17orf80,ZNF445
34116,C17orf80,URM1
34117,C17orf80,MRTFA
34118,C17orf80,CDIP1
34119,C17orf80,ASH1L
34120,C17orf80,KDM2A
34121,C17orf80,DEF6
34122,C17orf80,MTMR3
34123,C17orf80,ZBED5
34124,C17orf80,OTUD4
34125,HAP1,ACVR1B
34126,HAP1,IFITM3
34127,HAP1,IFNB1
34128,HAP1,IZUMO1
34129,HAP1,HBB
34130,HAP1,SCN10A
34131,HAP1,TRIM5
34132,HAP1,CXCL10
34133,DSPP,MAGT1
34134,DYRK3,ITGAX
34135,DYRK3,NOD2
34136,DYRK3,CXCL10
34137,DYRK3,JUND
34138,DYRK3,IL20
34139,DYRK3,CCL5
34140,DYRK3,IL10
34141,DYRK3,IL6
34142,DYRK3,IL19
34143,RBP1,RTN2
34144,RBP1,XCL1
34145,RBP1,RRBP1
34146,RBP1,HNRNPC
34147,RBP1,HNRNPF
34148,RBP1,HNRNPM
34149,METAP1,METAP2
34150,TJP2,ITIH4
34151,TJP2,CLDN7
34152,TJP2,CLDN1
34153,TJP2,MARVELD1
34154,TJP2,CLDN5
34155,TJP2,TJP3
34156,TJP2,CTNNB1
34157,TJP2,CTNNA1
34158,TJP2,CMA1
34159,TJP2,TNF
34160,TJP2,IFNG
34161,TJP2,PSMD5
34162,TJP2,PSMD4
34163,TJP2,F11R
34164,TJP2,VEGFA
34165,TJP2,KDR
34166,TJP2,PALS1
34167,TJP2,CLDN2
34168,TJP2,CLDN4
34169,TJP2,CCL2
34170,TJP2,RHOA
34171,TJP2,DLG5
34172,TJP2,RAB8B
34173,TJP2,CNTN1
34174,TJP2,ECT2
34175,TJP2,PTPN11
34176,TJP2,IL6
34177,TJP2,CXCR4
34178,TJP2,EDN1
34179,TJP2,RNF19A
34180,TJP2,CXCL8
34181,TJP2,TLR4
34182,TJP2,HPSE
34183,TJP2,CTSL
34184,TAF15,PPP1R3E
34185,TAF15,FHL2
34186,TAF15,CEP250
34187,TAF15,VIM
34188,TAF15,ENO1
34189,TAF15,VPS11
34190,TAF15,CDH11
34191,TAF15,JAG1
34192,TAF15,KIF3B
34193,TAF15,HNRNPH3
34194,TAF15,CAMTA2
34195,TAF15,PDE4DIP
34196,TAF15,NIPSNAP1
34197,TAF15,ARNTL
34198,TAF15,ARID2
